"region","townsize","gender","agecat","birthmonth","edcat","jobcat","union","empcat","retire","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","addresscat","cars","carown","cartype","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenurecat","carditems","card2items","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","total.card.spend"
"Zone 5","< 2,500","Female","25-34","July","College degree","Sales and Office","No","Less than 2","No","$75 - $124",3.6,1.01,2.85,"Yes","Highly dissatisfied","Unmarried","Not married",1,10,0,0,0,0,0,5,5,"Own","Single-family","8 to 15",3,"Own","Import","Luxury","Yes","Yes","Car","Single occupancy",26,"Missing","Moderate","No","No","Yes","Discover","None","Other","No","2 to 5","Mastercard","Platinum","Other","No","2 to 5",8,4,"Yes","Energy bar",10,"Yes",2.75,29.5,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",25,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes",357.78
"Zone 4","2,500-9,999","Female","25-34","November","Some college","Managerial and Professional","No","Less than 2","No","$50 - $74",16.1,5.49,3.53,"Yes","Somewhat satisfied","Unmarried","Not married",1,6,1,0,0,0,0,0,5,"Own","Single-family","8 to 15",4,"Own","Import","Standard","No","No","Car","Single occupancy",34,"Prices","Conservative","Yes","Yes","Yes","Discover","Platinum","Cash back","No","6 to 10","Visa","Platinum","None","No","6 to 10",5,1,"Yes","Energy bar",22,"No",4.3,107.15,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","Yes","No","Yes","Yes",19,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",125.06
"Zone 1","10,000-49,999","Male",">65","October","Did not complete high school","Operation, Fabrication, General Labor","No","More than 15","Yes","Under $25",9.3,0.77,1.37,"No","Somewhat satisfied","Married","High school degree",2,6,0,0,0,0,0,0,6,"Rent","Multiple-Family","4 to 7",0,"N/A","N/A","N/A","N/A","Yes","Carpool","Multiple occupancy",21,"Missing","Conservative","No","Yes","No","Mastercard","Other","Cash back","No","More than 15","Visa","Gold","Other","No","11 to 15",11,7,"No","Oatmeal",49,"Yes",12.15,665.85,"No",0,0,"No",0,0,"Yes",8.75,410,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",25,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes",290.14
"Zone 1","< 2,500","Female",">65","February","High school degree","Service","No","More than 15","No","$50 - $74",6,0.74,3.1,"No","Neutral","Married","High school degree",2,5,2,0,0,0,0,0,3,"Own","Single-family","More than 25",2,"Own","Domestic","Standard","No","Yes","Car","Single occupancy",28,"Missing","Moderate","No","No","No","American Express","Gold","Cash back","No","More than 15","Discover","None","Other","No","More than 15",11,8,"No","Oatmeal",72,"No",44.15,3213.2,"Yes",32.5,2367.25,"No",0,0,"Yes",28.25,1985,"No",0,0,"Yes","Yes","Yes","Cable modem","Yes","Yes","Yes","Yes","No","Yes",22,"Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No",373.05
"Zone 2","10,000-49,999","Male",">65","August","Some college","Sales and Office","No","6 to 10","No","$75 - $124",4.3,2.42,1.41,"No","Highly satisfied","Unmarried","Not married",1,7,1,0,0,0,0,0,6,"Rent","Multiple-Family","16 to 25",5,"Lease","Domestic","Luxury","Yes","No","Car","Single occupancy",22,"Convenience","Moderate","No","No","No","Mastercard","Platinum","None","No","2 to 5","Discover","Other","None","No","2 to 5",10,10,"No","Cereal",5,"Yes",5.65,20.6,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",19,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",708.47
"Zone 4","10,000-49,999","Male","18-24","October","College degree","Precision Production, Craft, Repair","No","Less than 2","No","$50 - $74",13.5,1.26,6.84,"Yes","Highly dissatisfied","Married","Some college",2,0,0,0,0,0,0,0,0,"Own","Condominium/Townhouse","Less than 3",2,"Own","Import","Standard","No","No","Car","Single occupancy",32,"Missing","Slightly conservative","No","No","Yes","Discover","Gold","None","No","2 to 5","Mastercard","None","None","No","2 to 5",15,5,"Yes","Energy bar",14,"No",8.35,123.6,"Yes",23,295.5,"No",0,0,"Yes",8.75,125,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",25,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No",495.08
"Zone 2","50,000-249,999","Female","35-49","March","Did not complete high school","Service","No","11 to 15","No","$25 - $49",8.2,1.48,2.13,"No","Neutral","Married","Did not complete high school",2,8,1,0,0,0,0,0,7,"Rent","Single-family","4 to 7",3,"Own","Import","Standard","Yes","No","Car","Single occupancy",21,"Other","Extremely conservative","Yes","No","No","Mastercard","Other","Other","No","6 to 10","Visa","Other","Cash back","No","11 to 15",17,2,"No","Cereal",24,"No",7.9,212.85,"Yes",22.5,530.75,"No",0,0,"Yes",12.25,295,"No",0,0,"No","No","No","None","Yes","Yes","Yes","No","No","Yes",15,"Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No",297.19
"Zone 4","2,500-9,999","Male","35-49","March","High school degree","Managerial and Professional","No","11 to 15","No","$50 - $74",2.6,0.3,1.34,"No","Neutral","Unmarried","Not married",4,14,3,2,0,0,0,0,9,"Rent","Multiple-Family","8 to 15",0,"N/A","N/A","N/A","N/A","No","Walk","Non-motorized",25,"Missing","Slightly liberal","No","No","No","Other","None","Airline miles","No","More than 15","Mastercard","Platinum","Other","No","11 to 15",14,7,"No","Energy bar",36,"Yes",13.05,495.25,"No",0,0,"Yes",32.75,1147.35,"Yes",21.25,765,"No",0,0,"No","No","No","Dial-up","No","No","No","No","No","Yes",15,"Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No",588.3
"Zone 2","2,500-9,999","Male","35-49","October","College degree","Managerial and Professional","No","11 to 15","No","$125+",11.1,5.61,11.04,"Yes","Somewhat satisfied","Unmarried","Not married",2,9,0,0,0,0,0,0,9,"Own","Single-family","8 to 15",2,"Own","Domestic","Luxury","Yes","No","Car","Single occupancy",29,"Missing","Slightly conservative","No","No","Yes","American Express","Other","None","No","6 to 10","Discover","Gold","Other","Yes","6 to 10",11,8,"Yes","Energy bar",24,"Yes",13.3,289.35,"No",0,0,"Yes",30.55,602.35,"No",0,0,"No",0,0,"Yes","No","No","Other","No","No","No","No","Yes","Yes",16,"Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes",710.59
"Zone 5","< 2,500","Male",">65","July","High school degree","Sales and Office","No","6 to 10","No","Under $25",13.8,0.79,1,"No","Somewhat dissatisfied","Married","Some college",2,1,1,0,0,0,0,0,0,"Own","Single-family","More than 25",2,"Lease","Import","Economy","No","No","Other public transit","Public transportation",25,"Missing","Conservative","Yes","No","No","Discover","Platinum","Airline miles","No","More than 15","American Express","Other","Airline miles","No","11 to 15",15,5,"No","Cereal",46,"Yes",8.55,417.7,"Yes",27.25,1325.8,"Yes",59.05,2623.95,"Yes",63.25,2825,"Yes",34.85,1608.85,"Yes","Yes","Yes","Dial-up","Yes","Yes","Yes","Yes","No","Yes",31,"Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No",350.43
"Zone 2","10,000-49,999","Male","35-49","October","High school degree","Operation, Fabrication, General Labor","No","11 to 15","No","$50 - $74",3.6,0.38,1.46,"No","Somewhat satisfied","Unmarried","Not married",2,6,0,0,0,0,0,0,6,"Rent","Single-family","8 to 15",0,"N/A","N/A","N/A","N/A","No","Bus","Public transportation",24,"Missing","Extremely liberal","Yes","Yes","Yes","Mastercard","Other","None","No","More than 15","Visa","Platinum","None","Yes","More than 15",11,4,"No","Energy bar",69,"No",31.7,2221.6,"Yes",28.5,2154.95,"Yes",47.8,3274.55,"Yes",33.75,2275,"No",0,0,"Yes","No","No","Cable modem","Yes","Yes","Yes","No","No","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No",668.6
"Zone 4","> 250,000","Female","18-24","January","College degree","Sales and Office","No","Less than 2","No","$25 - $49",27.9,2.82,8.06,"Yes","Somewhat dissatisfied","Married","High school degree",4,8,1,0,0,0,0,0,7,"Rent","Multiple-Family","Less than 3",2,"Own","Import","Standard","Yes","No","Car","Single occupancy",13,"Missing","Moderate","Yes","No","No","Discover","Gold","None","No","2 to 5","American Express","None","Airline miles","No","2 to 5",7,5,"Yes","Cereal",25,"Yes",14.05,354.25,"Yes",19,505.9,"Yes",41.35,1069.25,"Yes",33.5,825,"Yes",48,1156.2,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",21,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No",254.45
"Zone 4","10,000-49,999","Female","50-64","March","Some college","Service","No","More than 15","Yes","$25 - $49",4.3,0.54,0.79,"No","Somewhat satisfied","Unmarried","Not married",1,1,1,0,0,0,0,0,0,"Rent","Multiple-Family","8 to 15",2,"Lease","Import","Economy","No","No","Walk","Non-motorized",26,"Missing","Moderate","Yes","No","Yes","Mastercard","Other","Other","No","11 to 15","Visa","Platinum","Other","No","11 to 15",12,8,"Yes","Energy bar",52,"No",11.95,620.3,"Yes",30.75,1600.6,"No",0,0,"Yes",12.25,630,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",14,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",386.45
"Zone 5","< 2,500","Male","18-24","December","High school degree","Sales and Office","No","Less than 2","No","Under $25",5.2,0.28,0.39,"No","Highly dissatisfied","Unmarried","Not married",2,3,1,0,0,2,0,0,0,"Own","Multiple-Family","Less than 3",1,"Own","Domestic","Economy","No","No","Bicycle","Non-motorized",34,"Missing","Slightly conservative","Yes","No","No","Discover","Gold","Other","Yes","2 to 5","American Express","Platinum","Cash back","No","2 to 5",8,6,"Yes","Energy bar",27,"No",5,131.6,"Yes",16.25,433.75,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",26,"No","No","Yes","No","No","No","No","No","Yes","No","No","No",366.11
"Zone 2","50,000-249,999","Male","50-64","March","College degree","Precision Production, Craft, Repair","No","More than 15","No","$125+",21.1,16.42,14.39,"Yes","Highly satisfied","Unmarried","Not married",1,3,3,0,0,0,0,0,0,"Rent","Multiple-Family","16 to 25",3,"Own","Domestic","Luxury","Yes","No","Car","Single occupancy",28,"Missing","Moderate","No","No","No","American Express","Other","Cash back","No","More than 15","Discover","None","Cash back","Yes","More than 15",14,7,"No","Energy bar",59,"No",16.55,880.25,"No",0,0,"Yes",38.4,2246.05,"Yes",17.75,1125,"Yes",32.8,2004.9,"Yes","Yes","Yes","Cable modem","Yes","Yes","Yes","Yes","No","Yes",17,"Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No",796.53
"Zone 1",NA,"Female","35-49","January","College degree","Service","No","11 to 15","No","$75 - $124",6.5,2.25,5.62,"No","Highly satisfied","Unmarried","Not married",1,13,2,2,0,0,0,0,9,"Own","Single-family","8 to 15",0,"N/A","N/A","N/A","N/A","Yes","Bus","Public transportation",NA,"Missing","Slightly conservative","Yes","No","Yes","Discover","Platinum","Cash back","No","2 to 5","Mastercard","Platinum","Other","No","2 to 5",12,4,"Yes","Cereal",17,"Yes",4.65,75.95,"Yes",19.75,341.05,"Yes",55.8,843.15,"Yes",17.25,260,"Yes",68.6,1182.25,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",15,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",367.43
"Zone 5","> 250,000","Female","50-64","February","College degree","Managerial and Professional","No","2 to 5","No","$25 - $49",14.9,1.64,2.98,"No","Somewhat satisfied","Married","College degree",2,4,0,0,0,0,0,0,4,"Own","Condominium/Townhouse","More than 25",2,"Own","Import","Economy","Yes","No","Train/Subway","Public transportation",25,"Missing","Conservative","Yes","Yes","No","Discover","Gold","Airline miles","No","More than 15","Mastercard","Gold","Airline miles","No","More than 15",8,1,"Yes","Oatmeal",54,"Yes",15.85,933.65,"No",0,0,"Yes",27.8,1462.1,"Yes",16,895,"No",0,0,"Yes","No","No","None","No","No","No","No","No","Yes",18,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No",88.5
"Zone 5","< 2,500","Female","25-34","May","College degree","Operation, Fabrication, General Labor","No","2 to 5","No","$25 - $49",8.5,1.02,2.72,"Yes","Somewhat satisfied","Married","Some college",5,5,1,0,0,0,0,0,4,"Rent","Multiple-Family","4 to 7",1,"Own","Import","Standard","No","Yes","Train/Subway","Public transportation",25,"Missing","Moderate","No","No","Yes","Visa","None","Other","No","2 to 5","Discover","Other","Cash back","No","2 to 5",7,2,"No","Cereal",11,"No",7.6,62.8,"No",0,0,"Yes",31.4,320.35,"No",0,0,"No",0,0,"No","Yes","No","Cable modem","No","No","No","Yes","Yes","Yes",25,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No",117.25
"Zone 3","> 250,000","Female",">65","December","High school degree","Precision Production, Craft, Repair","No","More than 15","Yes","Under $25",12.1,0.68,0.53,"No","Somewhat satisfied","Married","Did not complete high school",2,5,2,0,0,0,0,0,3,"Rent","Multiple-Family","More than 25",1,"Own","Import","Economy","Yes","No","Telecommute","Telecommute",21,"Missing","Conservative","No","No","No","Visa","None","Other","No","More than 15","Mastercard","Platinum","Cash back","No","More than 15",2,0,"No","Oatmeal",70,"No",15.9,1143.2,"No",0,0,"No",0,0,"Yes",40.25,2770,"No",0,0,"Yes","No","No","None","No","No","No","No","No","Yes",16,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",36.68
"Zone 1","> 250,000","Female","25-34","February","Post-undergraduate degree","Sales and Office","No","Less than 2","No","$25 - $49",20.6,2.53,3.03,"Yes","Neutral","Unmarried","Not married",3,6,2,0,0,0,0,0,4,"Own","Single-family","4 to 7",4,"Own","Import","Economy","No","No","Car","Single occupancy",17,"Missing","Moderate","No","No","No","American Express","Platinum","Cash back","Yes","2 to 5","Mastercard","Other","Cash back","No","Less than 2",7,7,"No","Cereal",7,"No",3.85,28,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",18,"Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No",397.49
"Zone 2","10,000-49,999","Female",">65","February","College degree","Service","No","11 to 15","No","$25 - $49",10,2.5,0.9,"No","Neutral","Unmarried","Not married",3,0,0,0,0,0,0,0,0,"Own","Single-family","More than 25",2,"Lease","Domestic","Standard","No","Yes","Car","Single occupancy",31,"Prices","Moderate","No","No","Yes","Mastercard","None","None","No","More than 15","Discover","Platinum","Other","No","More than 15",13,3,"Yes","Energy bar",62,"No",8.45,529.95,"Yes",15,918.9,"No",0,0,"Yes",30,1890,"No",0,0,"Yes","No","Yes","None","No","No","Yes","Yes","Yes","Yes",26,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No",287.59
"Zone 4","50,000-249,999","Female","35-49","March","Some college","Managerial and Professional","No","2 to 5","No","$75 - $124",5.1,2.31,2.38,"No","Somewhat dissatisfied","Married","High school degree",2,3,1,0,0,0,0,0,2,"Own","Condominium/Townhouse","8 to 15",3,"Own","Domestic","Luxury","No","No","Car","Single occupancy",26,"Convenience","Conservative","Yes","Yes","No","Discover","None","Other","No","More than 15","American Express","Gold","Other","No","11 to 15",12,5,"No","Cereal",36,"No",14.85,569.85,"No",0,0,"Yes",32.3,1081.25,"No",0,0,"No",0,0,"Yes","No","No","None","No","Yes","Yes","Yes","No","Yes",16,"Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No",688.64
"Zone 4","50,000-249,999","Male","18-24","December","High school degree","Sales and Office","No","Less than 2","No","$25 - $49",2.4,0.06,0.54,"No","Somewhat dissatisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","4 to 7",2,"Own","Import","Economy","No","No","Car","Single occupancy",19,"Prices","Slightly conservative","No","No","Yes","Discover","Other","Airline miles","No","2 to 5","American Express","None","Airline miles","No","2 to 5",18,4,"No","Energy bar",16,"Yes",2.7,44.4,"No",0,0,"No",0,0,"Yes",11.5,190,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",25,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No",903.47
"Zone 5","10,000-49,999","Male","35-49","May","Did not complete high school","Service","No","6 to 10","No","$25 - $49",9.7,1.12,2.56,"No","Neutral","Married","Did not complete high school",3,2,0,2,0,0,0,0,0,"Own","Single-family","16 to 25",3,"Own","Import","Economy","No","No","Car","Single occupancy",35,"Missing","Conservative","No","No","Yes","Discover","Platinum","Cash back","No","More than 15","Mastercard","Other","None","No","More than 15",13,5,"Yes","Cereal",64,"No",14.8,955.8,"No",0,0,"No",0,0,"Yes",9,525,"No",0,0,"No","No","No","None","No","No","Yes","Yes","No","Yes",24,"Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes",509.64
"Zone 3","50,000-249,999","Male",">65","February","High school degree","Precision Production, Craft, Repair","No","More than 15","No","$75 - $124",10.8,2.99,7.27,"No","Highly satisfied","Unmarried","Not married",1,8,2,0,0,0,0,0,6,"Own","Single-family","16 to 25",1,"Own","Import","Luxury","No","No","Bus","Public transportation",22,"Missing","Liberal","No","No","No","Visa","Platinum","Cash back","Yes","More than 15","Mastercard","None","None","No","More than 15",10,9,"No","Energy bar",68,"No",24.3,1641.35,"No",0,0,"No",0,0,"Yes",6.25,405,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",21,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",530.4
"Zone 5","2,500-9,999","Female","35-49","June","College degree","Agricultural and Natural Resources","No","6 to 10","No","$50 - $74",8.4,0.91,4.38,"Yes","Somewhat dissatisfied","Married","Did not complete high school",8,0,0,0,0,0,0,0,0,"Own","Single-family","8 to 15",1,"Lease","Import","Standard","No","No","Bus","Public transportation",24,"Prices","Moderate","No","No","No","American Express","Platinum","None","No","6 to 10","Discover","Platinum","Airline miles","No","2 to 5",5,4,"Yes","Energy bar",14,"No",9.5,131.3,"Yes",19,235.2,"Yes",39.35,507.65,"Yes",32.75,430,"Yes",24.8,321.1,"No","Yes","Yes","Cable modem","Yes","Yes","Yes","Yes","Yes","Yes",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",350.76
"Zone 4","> 250,000","Male","50-64","November","Did not complete high school","Sales and Office","Yes","2 to 5","No","$25 - $49",1.3,0.18,0.24,"No","Highly satisfied","Unmarried","Not married",1,5,0,5,0,0,0,0,0,"Own","Condominium/Townhouse","More than 25",3,"Own","Import","Economy","No","Yes","Car","Single occupancy",23,"Missing","Slightly conservative","No","No","Yes","Visa","None","Other","No","More than 15","Mastercard","None","Airline miles","No","More than 15",8,7,"No","Energy bar",63,"No",22.75,1461.6,"Yes",19.75,1218.8,"No",0,0,"Yes",30.5,1845,"No",0,0,"Yes","No","No","None","Yes","Yes","No","No","Yes","Yes",24,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No",365.63
"Zone 1","10,000-49,999","Female","18-24","November","High school degree","Sales and Office","No","Less than 2","No","Under $25",23.3,0.19,2.84,"Yes","Neutral","Unmarried","Not married",1,2,1,1,0,0,0,0,0,"Rent","Multiple-Family","Less than 3",3,"Own","Domestic","Economy","No","No","Car","Single occupancy",20,"Missing","Conservative","Yes","Yes","Yes","Other","None","Airline miles","No","Less than 2","Visa","Platinum","Other","No","Less than 2",12,5,"Yes","Cereal",14,"No",3.3,57.2,"Yes",28.5,442.25,"No",0,0,"Yes",15.25,200,"Yes",25.55,319.65,"No","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","Yes",19,"No","No","No","Yes","Yes","No","No","Yes","No","No","No","No",273.33
"Zone 4","2,500-9,999","Male","25-34","August","Some college","Service","No","6 to 10","No","$50 - $74",5.1,2.46,0.86,"No","Highly satisfied","Married","College degree",3,0,0,0,0,0,0,0,0,"Rent","Single-family","4 to 7",1,"Own","Import","Standard","No","No","Walk","Non-motorized",32,"Missing","Slightly liberal","No","Yes","No","American Express","Platinum","None","Yes","11 to 15","Discover","Gold","Airline miles","No","11 to 15",12,8,"No","Cereal",45,"No",6,305.5,"Yes",20,874.75,"No",0,0,"Yes",24.5,1000,"No",0,0,"Yes","No","No","None","Yes","Yes","Yes","Yes","No","Yes",29,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No",731.56
